input,the_rank,recommendation,type1,type2,abilities,generation,learn_more
Aromatisse,7,Tropius,grass,flying,"Chlorophyll, Solar Power, Harvest",3,https://pokemondb.net/pokedex/Tropius
Aromatisse,8,Swalot,poison,,"Liquid Ooze, Sticky Hold, Gluttony",3,https://pokemondb.net/pokedex/Swalot
Aromatisse,9,Sealeo,ice,water,"Thick Fat, Ice Body, Oblivious",3,https://pokemondb.net/pokedex/Sealeo
Aromatisse,10,Aurorus,rock,ice,"Refrigerate, Snow Warning",6,https://pokemondb.net/pokedex/Aurorus
Aron,1,Honedge,steel,ghost,No Guard,6,https://pokemondb.net/pokedex/Honedge
Aron,2,Bergmite,ice,,"Own Tempo, Ice Body, Sturdy",6,https://pokemondb.net/pokedex/Bergmite
Aron,3,Pineco,bug,,"Sturdy, Overcoat",2,https://pokemondb.net/pokedex/Pineco
Aron,4,Cubone,ground,,"Rock Head, Lightningrod, Battle Armor",1,https://pokemondb.net/pokedex/Cubone
Aron,5,Geodude,rock,ground,"Rock Head, Sturdy, Sand Veil, Magnet Pull, Sturdy, Galvanize",1,https://pokemondb.net/pokedex/Geodude
Aron,6,Koffing,poison,,Levitate,1,https://pokemondb.net/pokedex/Koffing
Aron,7,Hippopotas,ground,,"Sand Stream, Sand Force",4,https://pokemondb.net/pokedex/Hippopotas
Aron,8,Shellder,water,,"Shell Armor, Skill Link, Overcoat",1,https://pokemondb.net/pokedex/Shellder
Aron,9,Dwebble,bug,rock,"Sturdy, Shell Armor, Weak Armor",5,https://pokemondb.net/pokedex/Dwebble
Aron,10,Roggenrola,rock,,"Sturdy, Weak Armor, Sand Force",5,https://pokemondb.net/pokedex/Roggenrola
Articuno,1,Mesprit,psychic,,Levitate,4,https://pokemondb.net/pokedex/Mesprit
Articuno,2,Silvally,normal,,RKS System,7,https://pokemondb.net/pokedex/Silvally
Articuno,3,Victini,psychic,fire,Victory Star,5,https://pokemondb.net/pokedex/Victini
Articuno,4,Manaphy,water,,Hydration,4,https://pokemondb.net/pokedex/Manaphy
Articuno,5,Jirachi,steel,psychic,Serene Grace,3,https://pokemondb.net/pokedex/Jirachi
Articuno,6,Celebi,psychic,grass,Natural Cure,2,https://pokemondb.net/pokedex/Celebi
Articuno,7,Mew,psychic,,Synchronize,1,https://pokemondb.net/pokedex/Mew
Articuno,8,Virizion,grass,fighting,Justified,5,https://pokemondb.net/pokedex/Virizion
Articuno,9,Kingdra,water,dragon,"Swift Swim, Sniper, Damp",2,https://pokemondb.net/pokedex/Kingdra
Articuno,10,Venusaur,grass,poison,"Overgrow, Chlorophyll",1,https://pokemondb.net/pokedex/Venusaur
Audino,1,Umbreon,dark,,"Synchronize, Inner Focus",2,https://pokemondb.net/pokedex/Umbreon
Audino,2,Cresselia,psychic,,Levitate,4,https://pokemondb.net/pokedex/Cresselia
Audino,3,Suicune,water,,"Pressure, Inner Focus",2,https://pokemondb.net/pokedex/Suicune
Audino,4,Cradily,rock,grass,"Suction Cups, Storm Drain",3,https://pokemondb.net/pokedex/Cradily
Audino,5,Registeel,steel,,"Clear Body, Light Metal",3,https://pokemondb.net/pokedex/Registeel
Audino,6,Oranguru,normal,psychic,"Inner Focus, Telepathy, Symbiosis",7,https://pokemondb.net/pokedex/Oranguru
Audino,7,Bronzong,steel,psychic,"Levitate, Heatproof, Heavy Metal",4,https://pokemondb.net/pokedex/Bronzong
Audino,8,Gothitelle,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothitelle
Audino,9,Vespiquen,bug,flying,"Pressure, Unnerve",4,https://pokemondb.net/pokedex/Vespiquen
Audino,10,Bellossom,grass,,"Chlorophyll, Healer",2,https://pokemondb.net/pokedex/Bellossom
Aurorus,1,Lapras,water,ice,"Water Absorb, Shell Armor, Hydration",1,https://pokemondb.net/pokedex/Lapras
Aurorus,2,Vaporeon,water,,"Water Absorb, Hydration",1,https://pokemondb.net/pokedex/Vaporeon
Aurorus,3,Walrein,ice,water,"Thick Fat, Ice Body, Oblivious",3,https://pokemondb.net/pokedex/Walrein
Aurorus,4,Gastrodon,water,ground,"Sticky Hold, Storm Drain, Sand Force",4,https://pokemondb.net/pokedex/Gastrodon
Aurorus,5,Gogoat,grass,,"Sap Sipper, Grass Pelt",6,https://pokemondb.net/pokedex/Gogoat
Aurorus,6,Clefable,fairy,,"Cute Charm, Magic Guard, Unaware",1,https://pokemondb.net/pokedex/Clefable
Aurorus,7,Lickilicky,normal,,"Own Tempo, Oblivious, Cloud Nine",4,https://pokemondb.net/pokedex/Lickilicky
Aurorus,8,Whiscash,water,ground,"Oblivious, Anticipation, Hydration",3,https://pokemondb.net/pokedex/Whiscash
Aurorus,9,Exploud,normal,,"Soundproof, Scrappy",3,https://pokemondb.net/pokedex/Exploud
Aurorus,10,Jellicent,water,ghost,"Water Absorb, Cursed Body, Damp",5,https://pokemondb.net/pokedex/Jellicent
Avalugg,1,Doublade,steel,ghost,No Guard,6,https://pokemondb.net/pokedex/Doublade
Avalugg,2,Forretress,bug,steel,"Sturdy, Overcoat",2,https://pokemondb.net/pokedex/Forretress
Avalugg,3,Golem,rock,ground,"Rock Head, Sturdy, Sand Veil, Magnet Pull, Sturdy, Galvanize",1,https://pokemondb.net/pokedex/Golem
Avalugg,4,Rhyperior,ground,rock,"Lightningrod, Solid Rock, Reckless",4,https://pokemondb.net/pokedex/Rhyperior
Avalugg,5,Lairon,steel,rock,"Sturdy, Rock Head, Heavy Metal",3,https://pokemondb.net/pokedex/Lairon
Avalugg,6,Rhydon,ground,rock,"Lightningrod, Rock Head, Reckless",1,https://pokemondb.net/pokedex/Rhydon
Avalugg,7,Relicanth,water,rock,"Swift Swim, Rock Head, Sturdy",3,https://pokemondb.net/pokedex/Relicanth
Avalugg,8,Regirock,rock,,"Clear Body, Sturdy",3,https://pokemondb.net/pokedex/Regirock
Avalugg,9,Gigalith,rock,,"Sturdy, Sand Stream, Sand Force",5,https://pokemondb.net/pokedex/Gigalith
Avalugg,10,Carracosta,water,rock,"Solid Rock, Sturdy, Swift Swim",5,https://pokemondb.net/pokedex/Carracosta
Axew,1,Pawniard,dark,steel,"Defiant, Inner Focus, Pressure",5,https://pokemondb.net/pokedex/Pawniard
Axew,2,Crabrawler,fighting,,"Hyper Cutter, Iron Fist, Anger Point",7,https://pokemondb.net/pokedex/Crabrawler
Axew,3,Bagon,dragon,,"Rock Head, Sheer Force",3,https://pokemondb.net/pokedex/Bagon
Axew,4,Karrablast,bug,,"Swarm, Shed Skin, No Guard",5,https://pokemondb.net/pokedex/Karrablast
Axew,5,Goldeen,water,,"Swift Swim, Water Veil, Lightningrod",1,https://pokemondb.net/pokedex/Goldeen
Axew,6,Anorith,rock,bug,"Battle Armor, Swift Swim",3,https://pokemondb.net/pokedex/Anorith
Axew,7,Riolu,fighting,,"Steadfast, Inner Focus, Prankster",4,https://pokemondb.net/pokedex/Riolu
Axew,8,Larvesta,bug,fire,"Flame Body, Swarm",5,https://pokemondb.net/pokedex/Larvesta
Axew,9,Trumbeak,normal,flying,"Keen Eye, Skill Link, Pickup",7,https://pokemondb.net/pokedex/Trumbeak
Axew,10,Doduo,normal,flying,"Run Away, Early Bird, Tangled Feet",1,https://pokemondb.net/pokedex/Doduo
Azelf,1,Archeops,rock,flying,Defeatist,5,https://pokemondb.net/pokedex/Archeops
Azelf,2,Glalie,ice,,"Inner Focus, Ice Body, Moody",3,https://pokemondb.net/pokedex/Glalie
Azelf,3,Sharpedo,water,dark,"Rough Skin, Speed Boost",3,https://pokemondb.net/pokedex/Sharpedo
Azelf,4,Lucario,fighting,steel,"Steadfast, Inner Focus, Justified",4,https://pokemondb.net/pokedex/Lucario
Azelf,5,Absol,dark,,"Pressure, Super Luck, Justified",3,https://pokemondb.net/pokedex/Absol
Azelf,6,Thundurus,electric,flying,"Prankster, Defiant, Volt Absorb",5,https://pokemondb.net/pokedex/Thundurus
Azelf,7,Tornadus,flying,,"Prankster, Defiant, Regenerator",5,https://pokemondb.net/pokedex/Tornadus
Azelf,8,Greninja,water,dark,"Torrent, Protean, Battle Bond",6,https://pokemondb.net/pokedex/Greninja
Azelf,9,Shaymin,grass,grass,"Natural Cure, Serene Grace",4,https://pokemondb.net/pokedex/Shaymin
Azelf,10,Electivire,electric,,"Motor Drive, Vital Spirit",4,https://pokemondb.net/pokedex/Electivire
Azumarill,1,Tropius,grass,flying,"Chlorophyll, Solar Power, Harvest",3,https://pokemondb.net/pokedex/Tropius
Azumarill,2,Lickitung,normal,,"Own Tempo, Oblivious, Cloud Nine",1,https://pokemondb.net/pokedex/Lickitung
Azumarill,3,Sealeo,ice,water,"Thick Fat, Ice Body, Oblivious",3,https://pokemondb.net/pokedex/Sealeo
Azumarill,4,Swalot,poison,,"Liquid Ooze, Sticky Hold, Gluttony",3,https://pokemondb.net/pokedex/Swalot
Azumarill,5,Dunsparce,normal,,"Serene Grace, Run Away, Rattled",2,https://pokemondb.net/pokedex/Dunsparce
Azumarill,6,Whiscash,water,ground,"Oblivious, Anticipation, Hydration",3,https://pokemondb.net/pokedex/Whiscash
Azumarill,7,Stunfisk,ground,electric,"Static, Limber, Sand Veil",5,https://pokemondb.net/pokedex/Stunfisk
Azumarill,8,Jellicent,water,ghost,"Water Absorb, Cursed Body, Damp",5,https://pokemondb.net/pokedex/Jellicent
Azumarill,9,Clefable,fairy,,"Cute Charm, Magic Guard, Unaware",1,https://pokemondb.net/pokedex/Clefable
Azumarill,10,Lanturn,water,electric,"Volt Absorb, Illuminate, Water Absorb",2,https://pokemondb.net/pokedex/Lanturn
Azurill,1,Kricketot,bug,,"Shed Skin, Run Away",4,https://pokemondb.net/pokedex/Kricketot
Azurill,2,Bounsweet,grass,,"Leaf Guard, Oblivious, Sweet Veil",7,https://pokemondb.net/pokedex/Bounsweet
Azurill,3,Burmy,bug,,"Shed Skin, Overcoat",4,https://pokemondb.net/pokedex/Burmy
Azurill,4,Metapod,bug,,Shed Skin,1,https://pokemondb.net/pokedex/Metapod
Azurill,5,Spewpa,bug,,"Shed Skin, Friend Guard",6,https://pokemondb.net/pokedex/Spewpa
Azurill,6,Kakuna,bug,poison,Shed Skin,1,https://pokemondb.net/pokedex/Kakuna
Azurill,7,Cosmog,psychic,,Unaware,7,https://pokemondb.net/pokedex/Cosmog
Azurill,8,Wurmple,bug,,"Shield Dust, Run Away",3,https://pokemondb.net/pokedex/Wurmple
Azurill,9,Cascoon,bug,,Shed Skin,3,https://pokemondb.net/pokedex/Cascoon
Azurill,10,Silcoon,bug,,Shed Skin,3,https://pokemondb.net/pokedex/Silcoon
Bagon,1,Axew,dragon,,"Rivalry, Mold Breaker, Unnerve",5,https://pokemondb.net/pokedex/Axew
Bagon,2,Pawniard,dark,steel,"Defiant, Inner Focus, Pressure",5,https://pokemondb.net/pokedex/Pawniard
Bagon,3,Corphish,water,,"Hyper Cutter, Shell Armor, Adaptability",3,https://pokemondb.net/pokedex/Corphish
Bagon,4,Pidove,normal,flying,"Big Pecks, Super Luck, Rivalry",5,https://pokemondb.net/pokedex/Pidove
Bagon,5,Totodile,water,,"Torrent, Sheer Force",2,https://pokemondb.net/pokedex/Totodile
Bagon,6,Crabrawler,fighting,,"Hyper Cutter, Iron Fist, Anger Point",7,https://pokemondb.net/pokedex/Crabrawler
Bagon,7,Karrablast,bug,,"Swarm, Shed Skin, No Guard",5,https://pokemondb.net/pokedex/Karrablast
Bagon,8,Riolu,fighting,,"Steadfast, Inner Focus, Prankster",4,https://pokemondb.net/pokedex/Riolu
Bagon,9,Jangmo-o,dragon,,"Bulletproof, Soundproof, Overcoat",7,https://pokemondb.net/pokedex/Jangmo-o
Bagon,10,Goldeen,water,,"Swift Swim, Water Veil, Lightningrod",1,https://pokemondb.net/pokedex/Goldeen
Baltoy,1,Swablu,normal,flying,"Natural Cure, Cloud Nine",3,https://pokemondb.net/pokedex/Swablu
Baltoy,2,Snivy,grass,,"Overgrow, Contrary",5,https://pokemondb.net/pokedex/Snivy
Baltoy,3,Chikorita,grass,,"Overgrow, Leaf Guard",2,https://pokemondb.net/pokedex/Chikorita
Baltoy,4,Meditite,fighting,psychic,"Pure Power, Telepathy",3,https://pokemondb.net/pokedex/Meditite
Baltoy,5,Vulpix,fire,ice,"Flash Fire, Drought, Snow Cloak, Snow Warning",1,https://pokemondb.net/pokedex/Vulpix
Baltoy,6,Trubbish,poison,,"Stench, Sticky Hold, Aftermath",5,https://pokemondb.net/pokedex/Trubbish
Baltoy,7,Squirtle,water,,"Torrent, Rain Dish",1,https://pokemondb.net/pokedex/Squirtle
Baltoy,8,Finneon,water,,"Swift Swim, Storm Drain, Water Veil",4,https://pokemondb.net/pokedex/Finneon
Baltoy,9,Gothita,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothita
Baltoy,10,Binacle,rock,water,"Tough Claws, Sniper, Pickpocket",6,https://pokemondb.net/pokedex/Binacle
Banette,1,Landorus,ground,flying,"Sand Force, Sheer Force, Intimidate",5,https://pokemondb.net/pokedex/Landorus
Banette,2,Electivire,electric,,"Motor Drive, Vital Spirit",4,https://pokemondb.net/pokedex/Electivire
Banette,3,Sharpedo,water,dark,"Rough Skin, Speed Boost",3,https://pokemondb.net/pokedex/Sharpedo
Banette,4,Blaziken,fire,fighting,"Blaze, Speed Boost",3,https://pokemondb.net/pokedex/Blaziken
Banette,5,Flareon,fire,,"Flash Fire, Guts",1,https://pokemondb.net/pokedex/Flareon
Banette,6,Dragonite,dragon,flying,"Inner Focus, Multiscale",1,https://pokemondb.net/pokedex/Dragonite
Banette,7,Archeops,rock,flying,Defeatist,5,https://pokemondb.net/pokedex/Archeops
Banette,8,Absol,dark,,"Pressure, Super Luck, Justified",3,https://pokemondb.net/pokedex/Absol
Banette,9,Glalie,ice,,"Inner Focus, Ice Body, Moody",3,https://pokemondb.net/pokedex/Glalie
Banette,10,Gallade,psychic,fighting,"Steadfast, Justified",4,https://pokemondb.net/pokedex/Gallade
Barbaracle,1,Gourgeist,ghost,grass,"Pickup, Frisk, Insomnia",6,https://pokemondb.net/pokedex/Gourgeist
Barbaracle,2,Tsareena,grass,,"Leaf Guard, Queenly Majesty, Sweet Veil",7,https://pokemondb.net/pokedex/Tsareena
Barbaracle,3,Chesnaught,grass,fighting,"Overgrow, Bulletproof",6,https://pokemondb.net/pokedex/Chesnaught
Barbaracle,4,Crustle,bug,rock,"Sturdy, Shell Armor, Weak Armor",5,https://pokemondb.net/pokedex/Crustle
Barbaracle,5,Kabutops,rock,water,"Swift Swim, Battle Armor, Weak Armor",1,https://pokemondb.net/pokedex/Kabutops
Barbaracle,6,Klinklang,steel,,"Plus, Minus, Clear Body",5,https://pokemondb.net/pokedex/Klinklang
Barbaracle,7,Bisharp,dark,steel,"Defiant, Inner Focus, Pressure",5,https://pokemondb.net/pokedex/Bisharp
Barbaracle,8,Stoutland,normal,,"Intimidate, Sand Rush, Scrappy",5,https://pokemondb.net/pokedex/Stoutland
Barbaracle,9,Feraligatr,water,,"Torrent, Sheer Force",2,https://pokemondb.net/pokedex/Feraligatr
Barbaracle,10,Poliwrath,water,fighting,"Water Absorb, Damp, Swift Swim",1,https://pokemondb.net/pokedex/Poliwrath
Barboach,1,Tympole,water,,"Swift Swim, Hydration, Water Absorb",5,https://pokemondb.net/pokedex/Tympole
Barboach,2,Fletchling,normal,flying,"Big Pecks, Gale Wings",6,https://pokemondb.net/pokedex/Fletchling
Barboach,3,Panpour,water,,"Gluttony, Torrent",5,https://pokemondb.net/pokedex/Panpour
Barboach,4,Pansage,grass,,"Gluttony, Overgrow",5,https://pokemondb.net/pokedex/Pansage
Barboach,5,Pansear,fire,,"Gluttony, Blaze",5,https://pokemondb.net/pokedex/Pansear
Barboach,6,Steenee,grass,,"Leaf Guard, Oblivious, Sweet Veil",7,https://pokemondb.net/pokedex/Steenee
Barboach,7,Purrloin,dark,,"Limber, Unburden, Prankster",5,https://pokemondb.net/pokedex/Purrloin
Barboach,8,Nidoran♂,poison,,"Poison Point, Rivalry, Hustle",1,https://pokemondb.net/pokedex/Nidoran♂
Barboach,9,Ditto,normal,,"Limber, Imposter",1,https://pokemondb.net/pokedex/Ditto
Barboach,10,Skitty,normal,,"Cute Charm, Normalize, Wonder Skin ",3,https://pokemondb.net/pokedex/Skitty
Basculin,1,Swanna,water,flying,"Keen Eye, Big Pecks, Hydration",5,https://pokemondb.net/pokedex/Swanna
Basculin,2,Stantler,normal,,"Intimidate, Frisk, Sap Sipper",2,https://pokemondb.net/pokedex/Stantler
Basculin,3,Torracat,fire,,"Blaze, Intimidate",7,https://pokemondb.net/pokedex/Torracat
Basculin,4,Fearow,normal,flying,"Keen Eye, Sniper",1,https://pokemondb.net/pokedex/Fearow
Basculin,5,Liepard,dark,,"Limber, Unburden, Prankster",5,https://pokemondb.net/pokedex/Liepard
Basculin,6,Simipour,water,,"Gluttony, Torrent",5,https://pokemondb.net/pokedex/Simipour
Basculin,7,Simisear,fire,,"Gluttony, Blaze",5,https://pokemondb.net/pokedex/Simisear
Basculin,8,Simisage,grass,,"Gluttony, Overgrow",5,https://pokemondb.net/pokedex/Simisage
Basculin,9,Girafarig,normal,psychic,"Inner Focus, Early Bird, Sap Sipper",2,https://pokemondb.net/pokedex/Girafarig
Basculin,10,Zebstrika,electric,,"Lightningrod, Motor Drive, Sap Sipper",5,https://pokemondb.net/pokedex/Zebstrika
Bastiodon,1,Toxapex,poison,water,"Merciless, Limber, Regenerator",7,https://pokemondb.net/pokedex/Toxapex
Bastiodon,2,Carbink,rock,fairy,"Clear Body, Sturdy",6,https://pokemondb.net/pokedex/Carbink
Bastiodon,3,Probopass,rock,steel,"Sturdy, Magnet Pull, Sand Force",4,https://pokemondb.net/pokedex/Probopass
Bastiodon,4,Dusclops,ghost,,"Pressure, Frisk",3,https://pokemondb.net/pokedex/Dusclops
Bastiodon,5,Pyukumuku,water,,"Innards Out, Unaware",7,https://pokemondb.net/pokedex/Pyukumuku
Bastiodon,6,Cosmoem,psychic,,Sturdy,7,https://pokemondb.net/pokedex/Cosmoem
Bastiodon,7,Registeel,steel,,"Clear Body, Light Metal",3,https://pokemondb.net/pokedex/Registeel
Bastiodon,8,Cofagrigus,ghost,,Mummy,5,https://pokemondb.net/pokedex/Cofagrigus
Bastiodon,9,Ferrothorn,grass,steel,"Iron Barbs, Anticipation",5,https://pokemondb.net/pokedex/Ferrothorn
Bastiodon,10,Dusknoir,ghost,,"Pressure, Frisk",4,https://pokemondb.net/pokedex/Dusknoir
Bayleef,1,Wartortle,water,,"Torrent, Rain Dish",1,https://pokemondb.net/pokedex/Wartortle
Bayleef,2,Gothorita,psychic,,"Frisk, Competitive, Shadow Tag",5,https://pokemondb.net/pokedex/Gothorita
Bayleef,3,Prinplup,water,,"Torrent, Defiant",4,https://pokemondb.net/pokedex/Prinplup
Bayleef,4,Swadloon,bug,grass,"Leaf Guard, Chlorophyll, Overcoat",5,https://pokemondb.net/pokedex/Swadloon
Bayleef,5,Klang,steel,,"Plus, Minus, Clear Body",5,https://pokemondb.net/pokedex/Klang
Bayleef,6,Brionne,water,,"Torrent, Liquid Voice",7,https://pokemondb.net/pokedex/Brionne
Bayleef,7,Klefki,steel,fairy,"Prankster, Magician",6,https://pokemondb.net/pokedex/Klefki
Bayleef,8,Gloom,grass,poison,"Chlorophyll, Stench",1,https://pokemondb.net/pokedex/Gloom
Bayleef,9,Porygon,normal,,"Trace, Download, Analytic",1,https://pokemondb.net/pokedex/Porygon
Bayleef,10,Wormadam,bug,grass,"Anticipation, Overcoat",4,https://pokemondb.net/pokedex/Wormadam
Beartic,1,Machamp,fighting,,"Guts, No Guard, Steadfast",1,https://pokemondb.net/pokedex/Machamp
Beartic,2,Ursaring,normal,,"Guts, Quick Feet, Unnerve",2,https://pokemondb.net/pokedex/Ursaring
Beartic,3,Pangoro,fighting,dark,"Iron Fist, Mold Breaker, Scrappy",6,https://pokemondb.net/pokedex/Pangoro
Beartic,4,Golurk,ground,ghost,"Iron Fist, Klutz, No Guard",5,https://pokemondb.net/pokedex/Golurk
Beartic,5,Crabominable,fighting,ice,"Hyper Cutter, Iron Fist, Anger Point",7,https://pokemondb.net/pokedex/Crabominable
Beartic,6,Toucannon,normal,flying,"Keen Eye, Skill Link, Sheer Force",7,https://pokemondb.net/pokedex/Toucannon
Beartic,7,Trevenant,ghost,grass,"Natural Cure, Frisk, Harvest",6,https://pokemondb.net/pokedex/Trevenant
Beartic,8,Incineroar,fire,dark,"Blaze, Intimidate",7,https://pokemondb.net/pokedex/Incineroar
Beartic,9,Granbull,fairy,,"Intimidate, Quick Feet, Rattled",2,https://pokemondb.net/pokedex/Granbull
Beartic,10,Druddigon,dragon,,"Rough Skin, Sheer Force, Mold Breaker",5,https://pokemondb.net/pokedex/Druddigon
Beautifly,1,Mothim,bug,flying,"Swarm, Tinted Lens",4,https://pokemondb.net/pokedex/Mothim
Beautifly,2,Combusken,fire,fighting,"Blaze, Speed Boost",3,https://pokemondb.net/pokedex/Combusken
Beautifly,3,Monferno,fire,fighting,"Blaze, Iron Fist",4,https://pokemondb.net/pokedex/Monferno
Beautifly,4,Braixen,fire,,"Blaze, Magician",6,https://pokemondb.net/pokedex/Braixen
Beautifly,5,Dewott,water,,"Torrent, Shell Armor",5,https://pokemondb.net/pokedex/Dewott
Beautifly,6,Charmeleon,fire,,"Blaze, Solar Power",1,https://pokemondb.net/pokedex/Charmeleon
Beautifly,7,Quilava,fire,,"Blaze, Flash Fire",2,https://pokemondb.net/pokedex/Quilava
Beautifly,8,Maractus,grass,,"Water Absorb, Chlorophyll, Storm Drain",5,https://pokemondb.net/pokedex/Maractus
Beautifly,9,Girafarig,normal,psychic,"Inner Focus, Early Bird, Sap Sipper",2,https://pokemondb.net/pokedex/Girafarig
Beautifly,10,Seviper,poison,,"Shed Skin, Infiltrator",3,https://pokemondb.net/pokedex/Seviper
Beedrill,1,Weavile,dark,ice,"Pressure, Pickpocket",4,https://pokemondb.net/pokedex/Weavile
Beedrill,2,Sneasel,dark,ice,"Inner Focus, Keen Eye, Pickpocket",2,https://pokemondb.net/pokedex/Sneasel
Beedrill,3,Lopunny,normal,,"Cute Charm, Klutz, Limber",4,https://pokemondb.net/pokedex/Lopunny
Beedrill,4,Ninjask,bug,flying,"Speed Boost, Infiltrator",3,https://pokemondb.net/pokedex/Ninjask
Beedrill,5,Dodrio,normal,flying,"Run Away, Early Bird, Tangled Feet",1,https://pokemondb.net/pokedex/Dodrio
Beedrill,6,Staraptor,normal,flying,"Intimidate, Reckless",4,https://pokemondb.net/pokedex/Staraptor
Beedrill,7,Ambipom,normal,,"Technician, Pickup, Skill Link",4,https://pokemondb.net/pokedex/Ambipom
Beedrill,8,Togedemaru,electric,steel,"Iron Barbs, Lightningrod, Sturdy",7,https://pokemondb.net/pokedex/Togedemaru
Beedrill,9,Scyther,bug,flying,"Swarm, Technician, Steadfast",1,https://pokemondb.net/pokedex/Scyther
Beedrill,10,Dugtrio,ground,ground,"Sand Veil, Arena Trap, Sand Force, Sand Veil, Tangling Hair, Sand Force",1,https://pokemondb.net/pokedex/Dugtrio
Beheeyem,1,Drampa,normal,dragon,"Berserk, Sap Sipper, Cloud Nine",7,https://pokemondb.net/pokedex/Drampa
Beheeyem,2,Vileplume,grass,poison,"Chlorophyll, Effect Spore",1,https://pokemondb.net/pokedex/Vileplume
Beheeyem,3,Clawitzer,water,,Mega Launcher,6,https://pokemondb.net/pokedex/Clawitzer
Beheeyem,4,Sunflora,grass,,"Chlorophyll, Solar Power, Early Bird",2,https://pokemondb.net/pokedex/Sunflora
Beheeyem,5,Primarina,water,fairy,"Torrent, Liquid Voice",7,https://pokemondb.net/pokedex/Primarina
Beheeyem,6,Empoleon,water,steel,"Torrent, Defiant",4,https://pokemondb.net/pokedex/Empoleon
Beheeyem,7,Vikavolt,bug,electric,Levitate,7,https://pokemondb.net/pokedex/Vikavolt
Beheeyem,8,Porygon2,normal,,"Trace, Download, Analytic",2,https://pokemondb.net/pokedex/Porygon2
Beheeyem,9,Slowking,water,psychic,"Oblivious, Own Tempo, Regenerator",2,https://pokemondb.net/pokedex/Slowking
Beheeyem,10,Bellossom,grass,,"Chlorophyll, Healer",2,https://pokemondb.net/pokedex/Bellossom
Beldum,1,Klink,steel,,"Plus, Minus, Clear Body",5,https://pokemondb.net/pokedex/Klink
Beldum,2,Sewaddle,bug,grass,"Swarm, Chlorophyll, Overcoat",5,https://pokemondb.net/pokedex/Sewaddle
Beldum,3,Shelmet,bug,,"Hydration, Shell Armor, Overcoat",5,https://pokemondb.net/pokedex/Shelmet
